source_path,destination_path,database,module,purpose,classification,execution_status,notes
database/migrations/V042__create_award_notepad.sql,"",PostgreSQL,Award,"Award Notepad: free-text notes attached to an Award, confirmed against both the upstream Kuali Coeus OJB mapping (org.kuali.kra.award.notesandattachments.notes.AwardNotepad -> AWARD_NOTEPAD) and the real Oracle bootst...",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V043__create_award_reporting_and_subaward_summary.sql,"",PostgreSQL,Subaward,"Award Reporting and Subaward Summary: the three real, currently- unarchived tables confirmed against the upstream Kuali Coeus source (org.kuali.kra.award.paymentreports.closeout.AwardCloseout ->",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V044__create_award_special_approvals_and_compliance.sql,"",PostgreSQL,Award,"Award Special Approvals and Compliance: the nine real, currently- unarchived tables confirmed against the upstream Kuali Coeus source (org.kuali.kra.award.home.AwardCfda -> AWARD_CFDA,",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V045__create_award_comment.sql,"",PostgreSQL,Award,Award Comment: confirmed against the upstream Kuali Coeus source (org.kuali.kra.award.home.AwardComment -> AWARD_COMMENT). See docs/architecture/AWARD_COMMENT_DESIGN.md. Confirmed distinct from archive.award_notepad: ...,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V046__create_award_extension_and_cgb.sql,"",PostgreSQL,Award,"Award Extension and Award CGB: the two real, confirmed persisted 1:1-with-Award BU-specific extension tables (edu.bu.kuali.kra.award. home.AwardExtension -> AWARD_EXTENSION, org.kuali.kra.award.cgb.",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V047__add_award_basis_and_method_of_payment.sql,"",PostgreSQL,Award,"Corrective migration: adds the two scalar AWARD-level fields (Award.basisOfPaymentCode/Award.methodOfPaymentCode, confirmed at coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V048__add_time_and_money_columns_to_award_amount_info.sql,"",PostgreSQL,Award,"Corrective migration: adds the two AWARD_AMOUNT_INFO columns Time and Money's own money-routing algorithm sets on every new row it creates, neither of which archive.award_amount_info has captured",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V049__create_award_time_and_money.sql,"",PostgreSQL,Award,"Award Time and Money: the full subsystem, archived together as one coherent bundle per docs/architecture/AWARD_TIME_AND_MONEY_DESIGN.md. Reuses the already-archived archive.award_amount_info as the anchor",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V050__create_award_budget.sql,"",PostgreSQL,Award,"Award Budget: the deepest, most interconnected Award bundle in this project - five levels of parent/child nesting, and every level is a shared, table-per-subclass Oracle table also used by Proposal",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V051__create_award_budget_person_and_transferring_sponsor.sql,"",PostgreSQL,Award,Final Award gap bundle: the two remaining ARCHIVE_REQUIRED objects identified by docs/architecture/AWARD_COMPLETENESS_REPORT.md. archive.award_budget_person: BUDGET_PERSONS is shared with Proposal,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V052__create_award_sap_transmission_history.sql,"",PostgreSQL,Award,"SAP Award Transmission History: the separate integration-history subsystem identified by docs/architecture/SAP_AWARD_TRANSMISSION_ASSESSMENT.md. This does NOT rebuild, call, or depend on the operational SAP",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V053__add_award_search_and_hierarchy_indexes.sql,"",PostgreSQL,Award,"Read-path indexes for the Award Search/Hierarchy/Summary/Versions API (docs/architecture/AWARD_SEARCH_API_DESIGN.md). Purely additive - no table/column changes, no data changes. None of these are required by",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V054__widen_attachment_object_content_type.sql,"",PostgreSQL,Attachments,"Widens archive.attachment_object.content_type from VARCHAR(200) to TEXT. Root cause (see the batch-10 attachment-loader failure investigation): KCOEUS.ATTACHMENT_FILE.CONTENT_TYPE is extracted with a straight,",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V055__add_award_workflow_document_number.sql,"",PostgreSQL,Award,"Adds the true Kuali workflow document number to archive.award_version, distinct from the pre-existing modification_number column. Investigation (real, live BU Oracle schema, not the open-source",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V056__create_unit_rolodex_person_reference_data.sql,"",PostgreSQL,Reference data,Shared reference-data entities backing the Award Contacts feature (Unit Details / Central Administration Contacts / Unit Contacts / Sponsor Contacts). Per explicit architectural direction: Award,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V057__create_comment_type.sql,"",PostgreSQL,Cross-module/platform,"Shared reference-data entity: Oracle's COMMENT_TYPE lookup table, archived once rather than denormalized onto every archive. award_comment row - the same ""reference table, not duplicated per",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V058__add_proposal_version_and_award_link_columns.sql,"",PostgreSQL,Award,"Corrective migration: adds columns proven missing during the Institutional Proposal investigation (docs/kuali-business-rules/InstitutionalProposal.md) - the same ""corrective migration, never a rewrite of an already-ap...",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V059__fix_proposal_award_funding_proposal_id_unique_index.sql,"",PostgreSQL,Award,Corrective migration for V058: the partial unique index it created on archive.proposal_award(award_funding_proposal_id) (WHERE award_funding_proposal_id IS NOT NULL) cannot be used as an,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V060__create_proposal_attachment.sql,"",PostgreSQL,Proposal,"Institutional Proposal Attachments - metadata AND binary-archival lifecycle in one table (per explicit instruction), unlike Subaward's two-table split (archive.subaward_attachment +",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V061__create_proposal_person_and_unit_contact.sql,"",PostgreSQL,Proposal,"Institutional Proposal People & Units - the three tables in Kuali's PROPOSAL_PERSONS/PROPOSAL_PERSON_UNITS/PROPOSAL_UNIT_CONTACTS group, confirmed live against BU's real Oracle instance (columns/types/",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V062__add_proposal_attachment_type_description.sql,"",PostgreSQL,Proposal,"attachment_type_code alone does not carry a human-readable label - and, critically, does NOT match the informal bucket names a user might read off Kuali's screen from attachment *titles* (e.g. a file",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V063__create_proposal_comment.sql,"",PostgreSQL,Proposal,PROPOSAL_COMMENTS - live-verified against Oracle. Mirrors archive.award_comment's shape (V045) exactly: PROPOSAL_COMMENTS carries proposal_id/proposal_number/sequence_number directly (all,Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V064__create_custom_attribute_and_proposal_custom_data.sql,"",PostgreSQL,Proposal,"Shared custom-attribute lookup, live-verified against Oracle. Prior Award/Negotiation/Subaward custom-data extraction queries all preserved CUSTOM_ATTRIBUTE_ID unjoined, each with a comment noting",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V065__create_etl_batch_proposal_item.sql,"",PostgreSQL,Proposal,"Proposal batching needs the same durable, resumable manifest archive.etl_batch/etl_batch_item already gives Award (see V037__create_etl_batch_framework.sql), but Proposal's natural batch",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V066__widen_proposal_attachment_content_type.sql,"",PostgreSQL,Proposal,"archive.proposal_attachment.content_type (VARCHAR(200), V060) is too narrow for real Oracle data - live-verified during the first 5,000-family Proposal batch load (batch_id=56): PROPOSAL_ATTACHMENTS",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V067__add_subaward_funding_award_number.sql,"",PostgreSQL,Subaward,"SUBAWARD_FUNDING_SOURCE.AWARD_ID is the Kuali domain's only link to Award (SubAwardFundingSource.awardId -> org.kuali.kra.award.home.Award, proven from repository-subAward.xml), but it is a raw internal Award",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V068__add_subaward_contact_type_description.sql,"",PostgreSQL,Subaward,"CONTACT_TYPE_CODE resolves through the shared CONTACT_TYPE table (org.kuali.kra.award.home.ContactType, table CONTACT_TYPE) - proven from SubAwardContact.java's own contactType reference-descriptor in",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V069__create_search_embedding_poc.sql,"",PostgreSQL,Search/embeddings,"Global Search pgvector proof-of-concept - a deliberately EXPERIMENTAL table, separate from any production search path. Never integrated into GlobalSearchService until the experiment demonstrates a real relevance",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V070__create_search_embedding.sql,"",PostgreSQL,Search/embeddings,"Production semantic-search index for Global Search. Separate from the experimental archive.search_embedding_poc (V069), which is kept permanently as the semantic-search regression benchmark and is never",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V071__extend_search_embedding_for_evidence_documents.sql,"",PostgreSQL,Search/embeddings,"Phase 1 of Award evidence indexing (see docs/architecture/AWARD_EVIDENCE_INDEXING_PHASE1_DESIGN.md). Additive only - no existing column is changed or dropped, and every new column is nullable so a row written by the p...",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
database/migrations/V072__fix_award_attachment_file_data_id_type.sql,"",PostgreSQL,Award,"Fixes a real, previously-undiscovered defect: Oracle's ATTACHMENT_FILE.FILE_DATA_ID (and the FILE_DATA.ID it joins to) is a UUID string, not a numeric surrogate key - confirmed directly against",Research Archive Platform database migration or application-specific SQL,Reference only; excluded application-specific migration/schema SQL,Excluded because it creates or changes Research Archive PostgreSQL application schema. Reusable source knowledge is preserved in the Oracle/extraction copies instead.
etl/benchmarks/sample_poc_source_text.sql,"",PostgreSQL,Cross-module/platform,sample poc source text,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL","Excluded because it is a benchmark, local test fixture, generated duplicate, or outside reusable Oracle/Kuali extraction scope."
etl/benchmarks/storage_stats.sql,"",PostgreSQL,Cross-module/platform,storage stats,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL","Excluded because it is a benchmark, local test fixture, generated duplicate, or outside reusable Oracle/Kuali extraction scope."
etl/benchmarks/verify_search_embedding_population.sql,"",PostgreSQL,Search/embeddings,verify search embedding population,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL","Excluded because it is a benchmark, local test fixture, generated duplicate, or outside reusable Oracle/Kuali extraction scope."
oracle/award/export_award_attachment_files.sql,oracle/oracle/award/export_award_attachment_files.sql,Oracle,Award,"Deduplicated physical-file metadata for every distinct FILE_ID actually referenced by KCOEUS.AWARD_ATTACHMENT - not the whole (shared, much larger) ATTACHMENT_FILE table. One row per physical file; repeated AWARD_ATTA...",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/award/export_award_attachments.sql,oracle/oracle/award/export_award_attachments.sql,Oracle,Award,Award attachment references (business/historical grain - one row per KCOEUS.AWARD_ATTACHMENT row). Repeated FILE_ID values are expected: many references may point at the same physical file. This query never reads ATTA...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiation_activities.sql,oracle/oracle/negotiation/export_negotiation_activities.sql,Oracle,Negotiation,Export Negotiation activity history to negotiation_activities.csv. NEGOTIATION_ID is the parent foreign key to KCOEUS.NEGOTIATION. Activity type and location retain raw IDs and add lookup codes/descriptions.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiation_attachments.sql,oracle/oracle/negotiation/export_negotiation_attachments.sql,Oracle,Negotiation,Export Negotiation Activity attachment metadata to negotiation_attachments.csv. NEGOTIATION_ATTACHMENT has no NEGOTIATION_ID of its own (see repository-negotiation.xml: the collection is nested under,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiation_custom_data.sql,oracle/oracle/negotiation/export_negotiation_custom_data.sql,Oracle,Negotiation,Export Negotiation custom attribute values to negotiation_custom_data.csv. NEGOTIATION_ID is the parent foreign key. CUSTOM_ATTRIBUTE_ID is retained without a lookup join because its source lookup object is not yet ve...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiation_notifications.sql,oracle/oracle/negotiation/export_negotiation_notifications.sql,Oracle,Negotiation,Export Negotiation notifications to negotiation_notifications.csv. OWNING_DOCUMENT_ID_FK is the descriptor-defined parent link to NEGOTIATION. NOTIFICATION_TYPE_ID is retained without a lookup join because the common,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiation_unassociated.sql,oracle/oracle/negotiation/export_negotiation_unassociated.sql,Oracle,Negotiation,Export details captured when a Negotiation is not linked to another module to negotiation_unassociated.csv. NEGOTIATION_ID is the parent foreign key. Reference codes remain text so values such as unit and sponsor code...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/export_negotiations.sql,oracle/oracle/negotiation/export_negotiations.sql,Oracle,Negotiation,Export one row per Negotiation business object to negotiations.csv. NEGOTIATION_DOCUMENT is the document parent identified by DOCUMENT_NUMBER. Lookup joins are LEFT JOINs so an unknown or inactive lookup value does not,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/negotiation_columns.sql,oracle/oracle/negotiation/negotiation_columns.sql,Oracle,Negotiation,negotiation columns,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/negotiation_relationships.sql,oracle/oracle/negotiation/negotiation_relationships.sql,Oracle,Negotiation,negotiation relationships,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/negotiation_tables.sql,oracle/oracle/negotiation/negotiation_tables.sql,Oracle,Negotiation,negotiation tables,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/negotiation/validate_negotiation_exports.sql,oracle/oracle/negotiation/validate_negotiation_exports.sql,Oracle,Negotiation,Negotiation Oracle validation package Run locally while connected to BU Oracle. All statements are read-only. Each section corresponds to one CSV export and returns independent result,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/protocol/export_protocol_persons.sql,oracle/oracle/protocol/export_protocol_persons.sql,Oracle,Protocol,"Protocol personnel export. Oracle PROTOCOL_ID is retained only as source_protocol_id because KC points it at the current row, not the historical version the child belongs to - the archive parent is resolved later from...",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/protocol/export_protocol_units.sql,oracle/oracle/protocol/export_protocol_units.sql,Oracle,Protocol,Protocol unit export. PROTOCOL_PERSON_ID is the verified physical parent relationship (see archive_etl/pipeline/protocol_parent_resolution.py's OWNER_CHAIN resolution). Protocol number and sequence are retained for au...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/protocol/export_protocol_versions.sql,oracle/oracle/protocol/export_protocol_versions.sql,Oracle,Protocol,Protocol version export. KCOEUS.PROTOCOL is the authoritative parent and every source row is retained. Lookup and document joins are LEFT JOINs so a missing optional record never removes a Protocol version.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_amounts.sql,oracle/oracle/subaward/export_subaward_amounts.sql,Oracle,Subaward,"Export Subaward amount/version rows. File metadata is retained, but the source inventory declares no binary payload on SUBAWARD_AMOUNT_INFO.",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_attachments.sql,oracle/oracle/subaward/export_subaward_attachments.sql,Oracle,Subaward,Export regular Subaward attachment metadata only. FILE_DATA_ID and DOCUMENT_ID are preserved; no binary file content is selected.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_closeout.sql,oracle/oracle/subaward/export_subaward_closeout.sql,Oracle,Subaward,Export Subaward closeout milestones. CLOSEOUT_TYPE_CODE is retained without enrichment because CLOSEOUT_TYPE is absent from the verified inventory.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_contacts.sql,oracle/oracle/subaward/export_subaward_contacts.sql,Oracle,Subaward,"Export contact identifiers for each physical Subaward version. contact_type_description is denormalized via KCOEUS.CONTACT_TYPE (the shared Award/Subaward contact-type lookup, proven from",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_custom_data.sql,oracle/oracle/subaward/export_subaward_custom_data.sql,Oracle,Subaward,Export Subaward custom values. CUSTOM_ATTRIBUTE_ID is preserved; the common custom-attribute lookup is outside the verified Subaward inventory.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_funding.sql,oracle/oracle/subaward/export_subaward_funding.sql,Oracle,Subaward,"Export source Award associations. AWARD_ID is the authoritative, proven link (SubAwardFundingSource.awardId -> Award, from repository-subAward.xml) but is only a raw internal Award version id,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_notepad.sql,oracle/oracle/subaward/export_subaward_notepad.sql,Oracle,Subaward,"Export Subaward notes, including the restricted-view marker and create/update audit fields. SUBAWARD_NOTEPAD has no SEQUENCE_NUMBER in verified Oracle.",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_notifications.sql,oracle/oracle/subaward/export_subaward_notifications.sql,Oracle,Subaward,Export Subaward notification text and audit data. The descriptor relates OWNING_DOCUMENT_ID_FK to SUBAWARD_ID; the raw parent key is preserved.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_reports.sql,oracle/oracle/subaward/export_subaward_reports.sql,Oracle,Subaward,Export report assignments with the verified local report-type description.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subaward_template_info.sql,oracle/oracle/subaward/export_subaward_template_info.sql,Oracle,Subaward,Export verified FDP/template terms for each Subaward version. This source table has UPDATE audit fields but no VER_NBR or OBJ_ID in verified Oracle.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
oracle/subaward/export_subawards.sql,oracle/oracle/subaward/export_subawards.sql,Oracle,Subaward,"Export every physical Subaward version with its document, BU extension, and verified status description. SUBAWARD_CODE groups the version family; SUBAWARD_ID identifies the physical source row.",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume KCOEUS-qualified objects and Oracle metadata-view access. Review grants, schema synonyms, and target-era differences before use."
